order_id,user_id,order_datetime,num_items,subtotal,shipping_fee,tax,discount_total,total,payment_method,order_status,shipping_city,shipping_country
O00004204,U000242,2024-05-11T15:10:12.431431,2,619.43,0.0,50.99,0.0,670.42,Debit Card,shipped,Hendersonfurt,Niue
O00004205,U000612,2024-09-17T02:44:08.321378,4,113.79,0.0,6.05,0.0,119.84,Debit Card,cancelled,West Taramouth,Palestinian Territory
O00004206,U000287,2024-05-22T13:07:32.568950,1,15.07,7.17,0.99,0.0,23.23,Debit Card,completed,Williamsmouth,Cambodia
O00004207,U000674,2024-01-10T04:07:23.745306,1,115.9,0.0,12.27,0.0,128.17,COD,processing,Lanceville,Chad
O00004208,U000233,2024-05-02T07:47:58.278572,1,51.19,4.84,3.52,0.0,59.55,Paypal,processing,Lake Kevin,United States of America
O00004209,U000108,2025-03-21T00:41:06.086342,6,1179.59,0.0,71.94,14.89,1251.53,Gift Card,shipped,New Angelica,Hong Kong
O00004210,U000681,2025-03-30T23:00:02.315005,3,691.1,0.0,39.19,11.83,730.29,Gift Card,shipped,Carrieport,Latvia
O00004211,U000328,2024-07-25T04:51:07.849234,2,526.94,0.0,53.28,0.0,580.22,Gift Card,completed,Lake Lisa,Puerto Rico
O00004212,U000276,2024-12-22T08:36:58.894239,5,969.31,0.0,84.84,0.0,1054.15,UPI,processing,New Shellyland,Saint Martin
O00004213,U000884,2024-04-12T08:21:18.736596,1,237.61,0.0,12.93,0.0,250.54,COD,returned,East Randy,Jersey
O00004214,U000603,2025-06-20T22:34:35.795193,1,300.34,0.0,24.99,0.0,325.33,Paypal,processing,South Rebekah,Grenada
O00004215,U000222,2024-04-30T11:28:03.721334,1,217.56,0.0,25.62,0.0,243.18,COD,returned,Cohenchester,Lithuania
O00004216,U000685,2024-03-02T15:05:21.055632,2,494.55,0.0,56.43,0.0,550.98,Gift Card,returned,West Alejandrostad,Colombia
O00004217,U000659,2024-01-16T12:47:53.114650,1,47.7,7.72,2.95,0.0,58.37,Debit Card,cancelled,Jonathanville,Uganda
O00004218,U000234,2025-01-16T22:28:28.322010,3,473.1,0.0,52.96,0.0,526.06,Paypal,processing,South Diana,Reunion
O00004219,U000092,2024-09-27T00:46:09.347594,1,180.65,0.0,20.06,0.0,200.71,Paypal,returned,Bruceview,Heard Island and McDonald Islands
O00004220,U000178,2024-12-24T23:23:08.498612,1,54.02,9.07,4.17,0.0,67.26,COD,returned,Bennettside,Trinidad and Tobago
O00004221,U000551,2025-09-22T14:23:10.645089,2,315.71,0.0,37.28,0.0,352.99,UPI,completed,Martinezport,Syrian Arab Republic
O00004222,U000005,2025-08-11T03:11:47.481323,3,253.69,0.0,16.92,0.0,270.61,Gift Card,returned,Franciscostad,North Macedonia
O00004223,U000771,2025-01-29T06:40:03.023334,2,214.11,0.0,21.45,0.0,235.56,Debit Card,returned,North Joseph,Anguilla
O00004224,U000672,2024-08-11T10:06:37.049124,1,93.76,7.26,5.8,17.78,106.82,UPI,completed,Lake Aprilfort,Falkland Islands (Malvinas)
O00004225,U000771,2024-04-02T02:09:21.054625,1,59.98,5.82,6.49,0.0,72.29,COD,processing,North Joseph,Anguilla
O00004226,U000618,2025-02-11T21:14:33.567653,3,609.08,0.0,41.48,0.0,650.56,Credit Card,cancelled,Mckenziehaven,United Kingdom
O00004227,U000325,2024-09-13T21:28:15.572443,1,47.34,10.43,3.29,0.0,61.06,Credit Card,shipped,Jacquelineton,Mexico
O00004228,U000459,2024-01-12T16:57:29.446892,1,17.09,6.68,1.49,0.0,25.26,Debit Card,processing,Lynchmouth,France
O00004229,U000663,2025-07-17T02:16:41.313162,2,48.15,5.1,4.84,0.0,58.09,Credit Card,cancelled,Nelsonview,Venezuela
O00004230,U000012,2024-05-12T11:01:20.379085,1,104.22,0.0,7.98,0.0,112.2,UPI,processing,Natashaport,Vanuatu
O00004231,U000106,2025-08-02T06:16:07.265623,2,134.38,0.0,6.99,34.3,141.37,Debit Card,shipped,Russellport,Brazil
O00004232,U000705,2025-11-11T06:48:47.971817,4,1416.08,0.0,158.03,51.43,1574.11,Debit Card,cancelled,South Stephanieborough,Lesotho
O00004233,U000345,2024-08-27T09:11:42.094317,4,558.23,0.0,29.7,0.0,587.93,UPI,cancelled,Hayesfurt,Ireland
O00004234,U000601,2024-09-17T06:12:58.044667,3,357.62,0.0,29.19,0.0,386.81,COD,shipped,North Kelly,Ireland
O00004235,U000503,2025-06-25T00:39:20.116368,1,92.03,11.07,10.56,0.0,113.66,Gift Card,returned,Jonathanland,Puerto Rico
O00004236,U000853,2025-07-08T08:35:13.407930,1,186.65,0.0,12.81,0.0,199.46,Gift Card,shipped,Josephview,Madagascar
O00004237,U000048,2025-05-18T09:54:03.712602,2,300.7,0.0,32.94,0.0,333.64,Debit Card,shipped,South Andrewside,El Salvador
O00004238,U000862,2024-01-01T20:17:29.342094,2,161.99,0.0,15.12,0.0,177.11,Paypal,completed,Lake Ashley,Algeria
O00004239,U000846,2025-09-28T14:23:00.687989,1,98.78,4.75,5.31,0.0,108.84,COD,returned,Lake Shannon,Korea
O00004240,U000315,2025-05-04T12:29:36.329738,2,184.19,0.0,9.48,76.05,193.67,UPI,shipped,Lake Deborah,Algeria
O00004241,U000626,2025-01-24T02:34:16.849925,4,816.01,0.0,74.86,0.0,890.87,Credit Card,shipped,Alanchester,Austria
O00004242,U000670,2024-08-24T03:26:23.086769,3,207.15,0.0,17.05,0.0,224.2,COD,shipped,North Brianna,Congo
O00004243,U000358,2025-06-16T23:39:26.566065,3,206.3,0.0,22.37,0.0,228.67,Gift Card,completed,Hallview,Senegal
O00004244,U000848,2025-02-03T02:03:39.172726,1,1115.69,0.0,72.57,0.0,1188.26,Paypal,shipped,Banksmouth,Reunion
O00004245,U000243,2025-07-17T06:28:18.018350,1,74.78,6.66,7.43,0.0,88.87,Gift Card,processing,New Mark,Sri Lanka
O00004246,U000568,2025-06-15T00:46:29.207137,2,119.43,0.0,6.16,0.0,125.59,Paypal,cancelled,Martinezchester,Cook Islands
O00004247,U000125,2024-06-05T13:01:08.156466,1,12.49,5.08,1.03,0.0,18.6,UPI,shipped,Davisbury,Cameroon
O00004248,U000689,2024-11-06T08:30:10.042077,1,52.13,7.5,4.19,0.0,63.82,Gift Card,completed,Rowlandbury,Netherlands Antilles
O00004249,U000616,2024-04-07T01:05:09.378701,1,59.55,8.91,6.79,0.0,75.25,COD,completed,Davischester,Ethiopia
O00004250,U000490,2024-05-10T11:27:27.544477,3,190.57,0.0,19.12,0.0,209.69,Credit Card,cancelled,South Crystal,Benin
O00004251,U000158,2025-10-01T15:43:54.636648,1,465.04,0.0,27.4,0.0,492.44,Gift Card,shipped,New Thomasshire,Tunisia
O00004252,U000252,2025-01-10T23:47:33.617677,1,251.04,0.0,23.06,0.0,274.1,COD,processing,South Andrewside,Canada
O00004253,U000147,2025-01-04T02:43:09.072515,4,455.14,0.0,51.86,28.53,507.0,Gift Card,shipped,Meganshire,Palestinian Territory
O00004254,U000633,2024-09-21T23:02:43.344780,3,390.36,0.0,38.47,0.0,428.83,Credit Card,shipped,Kaylaside,Guam
O00004255,U000086,2025-06-05T14:23:02.797642,2,287.1,0.0,26.98,0.0,314.08,Gift Card,returned,Coffeyport,United States Minor Outlying Islands
O00004256,U000219,2024-03-30T03:33:23.196226,1,43.65,7.13,2.31,2.74,53.09,Credit Card,shipped,Samanthashire,Romania
O00004257,U000481,2025-08-01T21:33:07.441240,2,211.71,0.0,20.67,0.0,232.38,Paypal,shipped,East Lisashire,Bahamas
O00004258,U000139,2024-06-26T09:36:31.944977,3,1236.5,0.0,131.55,0.0,1368.05,Debit Card,returned,New Ericmouth,Zambia
O00004259,U000671,2024-02-21T06:21:46.635415,1,416.42,0.0,43.23,0.0,459.65,Gift Card,cancelled,Lake Ericaview,Congo
O00004260,U000534,2025-05-22T23:16:01.002773,4,484.98,0.0,24.49,0.0,509.47,Paypal,returned,Wesleychester,Guinea
O00004261,U000535,2024-04-16T19:41:45.410805,5,406.82,0.0,45.03,0.0,451.85,COD,processing,Shannonstad,United Arab Emirates
O00004262,U000684,2024-04-06T08:07:30.386171,1,754.42,0.0,72.75,0.0,827.17,Gift Card,returned,Lake Jeffreybury,Cyprus
O00004263,U000995,2024-11-25T14:05:23.727767,1,151.73,0.0,17.66,0.0,169.39,Gift Card,shipped,South Neil,Turkey
O00004264,U000152,2024-02-06T19:26:00.852289,1,86.06,6.27,8.06,0.0,100.39,Paypal,returned,Tylerland,Turkmenistan
O00004265,U000783,2024-03-25T05:01:14.117044,4,491.56,0.0,55.58,0.0,547.14,UPI,processing,Danielstad,French Southern Territories
O00004266,U000572,2025-02-24T03:32:48.932890,4,429.83,0.0,35.37,0.0,465.2,Paypal,shipped,South Nicoleville,Zambia
O00004267,U000155,2024-11-23T20:21:40.167049,4,1565.03,0.0,84.18,24.59,1649.21,UPI,returned,Angelastad,South Africa
O00004268,U000092,2025-01-16T08:23:10.526557,4,477.34,0.0,44.15,0.0,521.49,COD,processing,Bruceview,Heard Island and McDonald Islands
O00004269,U000432,2024-07-09T02:30:41.723962,1,19.45,5.16,1.0,0.0,25.61,COD,cancelled,East Gina,Uzbekistan
O00004270,U000223,2024-04-23T18:49:54.317140,5,846.98,0.0,100.36,0.0,947.34,Credit Card,shipped,New Keith,Falkland Islands (Malvinas)
O00004271,U000276,2025-02-27T16:28:37.624476,2,100.28,0.0,10.65,0.0,110.93,Paypal,completed,New Shellyland,Saint Martin
O00004272,U000080,2024-10-30T02:10:08.003797,3,351.69,0.0,21.61,0.0,373.3,Credit Card,cancelled,East Gregory,Mongolia
O00004273,U000907,2025-05-08T12:55:25.478722,2,386.79,0.0,29.01,0.0,415.8,Credit Card,processing,East Cassandraville,Bangladesh
O00004274,U000036,2024-02-28T09:29:34.338527,1,300.86,0.0,21.92,0.0,322.78,Credit Card,returned,New Ashley,Philippines
O00004275,U000091,2024-10-18T12:28:50.715913,2,89.35,4.69,4.71,27.77,98.75,UPI,shipped,Crosbyview,Nicaragua
O00004276,U000544,2025-02-08T02:46:50.750325,1,297.8,0.0,17.52,0.0,315.32,Credit Card,returned,East Ericaville,Lesotho
O00004277,U000286,2024-10-09T00:59:31.868191,1,40.63,4.56,4.0,0.0,49.19,COD,cancelled,Mikaylastad,Solomon Islands
O00004278,U000455,2024-03-29T21:52:35.535981,4,1203.33,0.0,97.93,29.16,1301.26,COD,returned,North Denise,Colombia
O00004279,U000968,2025-08-11T05:56:20.264303,1,133.84,0.0,14.42,0.0,148.26,COD,shipped,Wilsonmouth,Panama
O00004280,U000893,2024-12-29T05:40:15.009068,1,228.01,0.0,20.77,0.0,248.78,COD,cancelled,East Tiffanybury,Saint Lucia
O00004281,U000634,2025-10-08T11:37:20.745971,1,464.86,0.0,46.56,0.0,511.42,UPI,returned,Estesville,South Georgia and the South Sandwich Islands
O00004282,U000091,2024-03-14T05:09:48.054925,2,143.09,0.0,10.91,0.0,154.0,Credit Card,processing,Crosbyview,Nicaragua
O00004283,U000661,2024-08-06T11:50:51.682598,1,225.78,0.0,13.59,0.0,239.37,UPI,cancelled,East Kathrynberg,Namibia
O00004284,U000793,2025-10-13T19:02:37.619700,1,26.48,10.9,2.13,0.0,39.51,Paypal,cancelled,Danielstad,Austria
O00004285,U000713,2024-04-18T11:33:07.408428,1,259.34,0.0,28.73,0.0,288.07,Credit Card,processing,New Craigport,Chile
O00004286,U000989,2025-08-23T22:53:13.964300,3,187.24,0.0,15.48,0.0,202.72,Gift Card,processing,North Brittany,Mauritius
O00004287,U000803,2025-03-08T02:33:26.592207,1,87.97,9.12,4.89,0.0,101.98,Paypal,processing,Christopherside,Heard Island and McDonald Islands
O00004288,U000659,2024-01-06T04:23:30.473558,1,358.28,0.0,30.79,25.36,389.07,COD,shipped,Jonathanville,Uganda
O00004289,U000874,2025-04-24T14:54:56.490155,3,976.86,0.0,106.62,0.0,1083.48,Paypal,processing,Troyton,Moldova
O00004290,U000168,2025-08-15T15:42:50.838923,2,658.96,0.0,33.63,60.42,692.59,UPI,returned,Justinside,Vanuatu
O00004291,U000593,2024-01-23T03:35:56.508146,1,79.96,5.89,8.14,0.0,93.99,UPI,returned,Natashachester,Norfolk Island
O00004292,U000939,2024-02-10T02:45:43.633720,1,8.7,7.84,0.52,0.0,17.06,Paypal,returned,Melaniemouth,Taiwan
O00004293,U000942,2024-01-12T12:46:33.779536,1,96.06,5.97,6.4,0.0,108.43,Paypal,completed,North Stephanie,Saint Barthelemy
O00004294,U000156,2024-09-05T10:04:26.810526,3,648.24,0.0,48.8,0.0,697.04,Paypal,processing,Stoneberg,Spain
O00004295,U000070,2025-09-11T02:03:37.072714,2,525.6,0.0,34.02,0.0,559.62,Paypal,processing,Gutierrezborough,Trinidad and Tobago
O00004296,U000734,2025-10-16T07:21:58.175394,3,712.25,0.0,71.1,0.0,783.35,UPI,cancelled,Johnshire,Cameroon
O00004297,U000081,2025-01-21T01:39:16.963910,1,107.08,0.0,11.17,0.0,118.25,Paypal,shipped,Port Stevenport,Equatorial Guinea
O00004298,U000575,2025-06-09T14:15:33.997739,3,212.84,0.0,17.99,0.0,230.83,Paypal,processing,North Brittanyberg,Gibraltar
O00004299,U000081,2024-11-04T19:23:27.334964,1,10.58,6.64,1.18,0.0,18.4,Credit Card,cancelled,Port Stevenport,Equatorial Guinea
O00004300,U000342,2024-10-16T11:04:22.083261,4,561.99,0.0,60.05,0.0,622.04,Debit Card,shipped,Williehaven,Swaziland
O00004301,U000930,2025-06-22T04:45:30.137847,2,65.72,3.64,3.57,0.0,72.93,Paypal,returned,South Jennifer,Ukraine
O00004302,U000221,2025-03-02T01:37:53.837143,1,45.49,8.6,3.18,0.0,57.27,Paypal,processing,Meganton,Colombia
O00004303,U000152,2024-09-10T16:29:50.994784,2,974.27,0.0,109.85,0.0,1084.12,UPI,completed,Tylerland,Turkmenistan
O00004304,U000488,2025-02-07T15:27:27.006228,1,50.59,4.63,4.93,0.0,60.15,Paypal,shipped,New Tyronebury,Jamaica
O00004305,U000802,2025-06-16T09:53:29.207721,1,132.09,0.0,11.12,0.0,143.21,Debit Card,returned,Saraview,Cameroon
O00004306,U000096,2024-08-26T01:17:43.435210,1,234.36,0.0,15.34,0.0,249.7,Credit Card,cancelled,South Williamton,Nauru
O00004307,U000237,2024-07-13T23:16:33.118669,1,132.56,0.0,10.63,0.0,143.19,Paypal,processing,Lake Kaitlin,Saint Helena
O00004308,U000809,2025-07-30T22:58:59.367900,1,169.3,0.0,8.71,0.0,178.01,Paypal,completed,Port Christopher,Bulgaria
O00004309,U000345,2025-10-08T21:45:46.238063,2,1052.2,0.0,125.21,0.0,1177.41,Gift Card,cancelled,Hayesfurt,Ireland
O00004310,U000913,2024-06-20T21:01:57.045611,1,242.47,0.0,18.87,0.0,261.34,Debit Card,completed,West Kristen,Saint Barthelemy
O00004311,U000343,2025-07-29T15:21:23.608757,1,99.85,10.44,11.62,0.0,121.91,UPI,cancelled,Lake Cameronborough,Martinique
O00004312,U000650,2024-04-03T14:40:48.037373,1,126.47,0.0,10.72,0.0,137.19,UPI,completed,Kevinfort,Gambia
O00004313,U000967,2025-07-08T02:24:05.321687,1,59.13,6.6,5.26,9.22,70.99,Paypal,returned,Harperside,South Africa
O00004314,U000424,2024-11-11T20:01:13.100913,3,1637.49,0.0,123.54,0.0,1761.03,Gift Card,cancelled,East Jonathan,Haiti
O00004315,U000735,2024-01-02T20:50:56.086393,4,1466.46,0.0,95.36,0.0,1561.82,Paypal,shipped,South Gabriel,Maldives
O00004316,U000675,2024-01-31T04:19:58.956601,1,95.55,10.82,7.55,0.0,113.92,COD,completed,Marissamouth,Dominican Republic
O00004317,U000120,2024-02-10T15:05:07.495804,2,3113.12,0.0,233.26,0.0,3346.38,Credit Card,returned,Kyleborough,Andorra
O00004318,U000486,2024-03-22T01:27:12.293696,1,1212.83,0.0,123.79,0.0,1336.62,Credit Card,completed,North Deborahberg,Burkina Faso
O00004319,U000683,2025-06-19T23:35:15.400980,2,182.99,0.0,9.8,0.0,192.79,Debit Card,completed,Melissashire,Puerto Rico
O00004320,U000581,2024-03-24T21:12:21.596777,2,104.75,0.0,7.65,0.0,112.4,Gift Card,processing,Jamesfurt,Jersey
O00004321,U000654,2024-05-21T17:42:52.278502,1,219.94,0.0,13.44,0.0,233.38,UPI,processing,Lake Angel,Tonga
O00004322,U000617,2025-07-05T08:53:03.107114,1,167.72,0.0,11.1,0.0,178.82,Gift Card,processing,South Alison,Czech Republic
O00004323,U000305,2025-05-18T21:23:20.904952,1,186.15,0.0,9.91,0.0,196.06,COD,cancelled,Lake Nathan,Argentina
O00004324,U000149,2024-10-09T04:47:38.211812,1,21.33,9.18,1.69,0.0,32.2,COD,processing,South Robert,Bahamas
O00004325,U000920,2024-06-06T05:13:58.539643,6,846.32,0.0,64.15,18.31,910.47,COD,cancelled,Masonstad,Sweden
O00004326,U000986,2024-11-03T08:07:54.808933,1,21.33,4.29,1.62,0.0,27.24,Debit Card,cancelled,Saraberg,Cote d'Ivoire
O00004327,U000470,2024-07-07T21:36:23.673174,2,713.41,0.0,45.15,214.38,758.56,UPI,cancelled,North Abigailport,Lao People's Democratic Republic
O00004328,U000776,2025-10-07T03:43:45.220150,2,131.85,0.0,10.59,0.0,142.44,Gift Card,processing,Whitestad,Romania
O00004329,U000449,2024-11-30T11:09:53.014562,2,166.05,0.0,18.64,4.24,184.69,COD,processing,East Kimberlyside,Saint Helena
O00004330,U000528,2024-10-16T21:11:14.792162,2,59.22,11.52,7.08,0.0,77.82,Credit Card,processing,South Amandafort,Saint Martin
O00004331,U000807,2024-01-30T03:42:23.125760,2,329.57,0.0,23.33,0.0,352.9,Gift Card,processing,Andrewburgh,Cocos (Keeling) Islands
O00004332,U000083,2024-01-09T23:31:33.256026,1,149.49,0.0,15.56,57.21,165.05,Gift Card,shipped,Alanton,Indonesia
O00004333,U000565,2024-03-07T15:23:00.350357,1,43.84,11.0,4.89,0.0,59.73,Debit Card,completed,Wilsonport,Greece
O00004334,U000999,2025-05-12T02:32:33.038529,2,68.18,9.44,4.29,0.0,81.91,Debit Card,shipped,West Connorside,Kenya
O00004335,U000906,2024-09-07T12:15:34.754306,4,177.03,0.0,12.66,0.0,189.69,Credit Card,returned,Taylorberg,Saint Vincent and the Grenadines
O00004336,U000559,2024-03-14T11:06:49.560864,1,80.14,8.25,8.31,0.0,96.7,Debit Card,shipped,South Hannahville,Bulgaria
O00004337,U000327,2025-02-09T10:32:27.304033,3,740.29,0.0,67.79,0.0,808.08,UPI,returned,South Adam,Namibia
O00004338,U000067,2025-08-17T00:11:22.081249,1,327.72,0.0,32.06,0.0,359.78,COD,shipped,Port Emilyview,Namibia
O00004339,U000684,2024-03-14T23:54:33.985661,1,72.13,10.77,4.98,0.0,87.88,COD,cancelled,Lake Jeffreybury,Cyprus
O00004340,U000088,2024-08-22T10:04:30.014169,3,343.91,0.0,24.56,0.0,368.47,Paypal,shipped,Carsonstad,Estonia
O00004341,U000058,2024-02-11T14:07:58.326490,2,92.78,10.24,8.64,0.0,111.66,Paypal,cancelled,Tinaborough,Saint Kitts and Nevis
O00004342,U000386,2024-02-27T18:05:05.121475,1,14.42,10.37,1.13,2.51,25.92,UPI,cancelled,Lake Aprilmouth,Kuwait
O00004343,U000048,2024-12-13T17:17:17.712574,4,371.16,0.0,39.14,0.0,410.3,COD,completed,South Andrewside,El Salvador
O00004344,U000726,2024-10-06T11:21:41.238187,1,107.08,0.0,12.39,0.0,119.47,Gift Card,returned,East William,Nauru
O00004345,U000289,2024-03-10T12:57:22.893324,1,126.11,0.0,11.51,0.0,137.62,Gift Card,shipped,South Jason,Benin
O00004346,U000699,2024-02-06T20:32:40.658722,3,1522.0,0.0,146.55,77.8,1668.55,COD,cancelled,Petersonland,Saint Helena
O00004347,U000666,2025-05-02T10:23:25.641095,1,111.51,0.0,10.08,0.0,121.59,Debit Card,cancelled,Lake Glennside,Albania
O00004348,U000290,2024-08-15T04:23:54.991170,1,15.07,9.02,1.78,0.0,25.87,UPI,cancelled,Taylorhaven,Russian Federation
O00004349,U000766,2025-10-24T15:24:55.758980,1,15.78,8.26,0.94,0.0,24.98,Credit Card,cancelled,Rowlandtown,Chile
O00004350,U000403,2025-07-10T02:09:40.603776,1,27.15,5.46,2.7,0.0,35.31,Paypal,completed,Lopeztown,Faroe Islands
O00004351,U000420,2024-07-15T19:17:54.824457,1,1011.0,0.0,98.35,0.0,1109.35,Credit Card,cancelled,New Richard,Somalia
O00004352,U000153,2025-10-25T11:00:55.878564,4,252.74,0.0,21.85,0.0,274.59,Paypal,shipped,Mitchelltown,Turkmenistan
O00004353,U000487,2025-10-14T11:01:02.914200,1,317.55,0.0,17.02,0.0,334.57,Paypal,returned,Englishchester,Tokelau
O00004354,U000425,2024-12-02T13:12:56.879329,6,1314.34,0.0,102.46,0.0,1416.8,UPI,returned,New Dawnton,Libyan Arab Jamahiriya
O00004355,U000097,2024-05-16T10:54:08.040041,2,1168.17,0.0,89.92,0.0,1258.09,UPI,completed,Simmonsville,Lesotho
O00004356,U000946,2024-10-01T00:31:50.984887,2,283.22,0.0,32.33,97.81,315.55,UPI,shipped,South Kathryn,Palestinian Territory
O00004357,U000240,2024-03-19T02:48:12.078082,2,768.9,0.0,52.19,0.0,821.09,COD,returned,New Pamelatown,Northern Mariana Islands
O00004358,U000726,2024-05-14T10:37:25.327993,2,234.0,0.0,15.37,0.0,249.37,Gift Card,completed,East William,Nauru
O00004359,U000394,2024-01-12T22:07:28.080750,2,1131.95,0.0,84.74,569.52,1216.69,Paypal,returned,Normanstad,Tuvalu
O00004360,U000362,2024-10-24T14:32:14.917453,3,1071.67,0.0,91.85,68.82,1163.52,Gift Card,returned,South Lisa,Panama
O00004361,U000577,2024-08-26T16:05:36.345369,2,470.76,0.0,25.21,76.99,495.97,Paypal,completed,Benjaminchester,Angola
O00004362,U000001,2025-08-10T19:59:05.627054,1,321.98,0.0,18.19,0.0,340.17,COD,returned,New Roberttown,Uganda
O00004363,U000442,2025-04-07T15:13:35.044172,1,33.73,9.09,3.59,0.0,46.41,Gift Card,returned,Edwinborough,Kenya
O00004364,U000404,2024-11-01T14:59:39.593317,2,1779.79,0.0,128.43,0.0,1908.22,COD,returned,East Christophertown,Saint Lucia
O00004365,U000070,2025-04-26T03:08:30.448259,2,335.04,0.0,21.15,5.69,356.19,Debit Card,cancelled,Gutierrezborough,Trinidad and Tobago
O00004366,U000395,2025-02-11T18:34:02.180883,6,943.91,0.0,59.5,0.0,1003.41,Gift Card,processing,Shelbyland,Panama
O00004367,U000312,2024-12-05T09:11:40.973420,3,297.55,0.0,26.29,20.35,323.84,Credit Card,shipped,West Jade,Switzerland
O00004368,U000344,2024-05-19T22:05:17.194875,1,215.71,0.0,22.87,113.37,238.58,COD,completed,North Stephen,Poland
O00004369,U000814,2025-01-18T21:36:32.601418,1,324.44,0.0,27.37,0.0,351.81,Credit Card,returned,Lake Ronald,Grenada
O00004370,U000027,2024-08-16T07:02:54.941885,1,253.53,0.0,23.38,0.0,276.91,COD,returned,Calderonton,North Macedonia
O00004371,U000342,2025-11-14T20:02:21.690373,1,69.12,11.15,6.62,0.0,86.89,Paypal,processing,Williehaven,Swaziland
O00004372,U000951,2025-07-03T16:46:28.679771,2,207.32,0.0,19.34,0.0,226.66,Credit Card,returned,Chenborough,Morocco
O00004373,U000485,2025-06-15T11:18:40.321187,1,12.31,7.52,1.22,0.0,21.05,Paypal,processing,South Don,Croatia
O00004374,U000712,2025-02-19T03:53:58.343402,2,163.46,0.0,11.49,0.38,174.95,Paypal,processing,Washingtonland,Greece
O00004375,U000966,2024-04-17T02:29:26.382683,1,67.82,3.88,7.86,0.0,79.56,Credit Card,shipped,Lake Michael,Hong Kong
O00004376,U000457,2025-07-07T22:45:39.746202,1,15.78,11.12,1.58,0.0,28.48,Credit Card,cancelled,North Kaylamouth,Venezuela
O00004377,U000803,2025-10-04T02:21:46.763178,3,242.46,0.0,27.22,14.45,269.68,Debit Card,completed,Christopherside,Heard Island and McDonald Islands
O00004378,U000763,2025-09-22T15:02:50.051550,1,99.85,8.5,7.0,0.0,115.35,Debit Card,shipped,Lake Reginaside,Greece
O00004379,U000328,2025-07-27T10:02:13.067972,6,785.54,0.0,52.96,110.08,838.5,Credit Card,cancelled,Lake Lisa,Puerto Rico
O00004380,U000844,2025-08-31T12:16:22.294403,2,127.3,0.0,9.91,0.0,137.21,Credit Card,cancelled,Morrowside,Montserrat
O00004381,U000790,2024-10-25T18:39:14.872483,1,27.48,6.91,3.11,0.0,37.5,Paypal,returned,Lake Lori,Reunion
O00004382,U000946,2024-04-11T20:33:53.733696,3,398.43,0.0,32.57,0.0,431.0,Paypal,returned,South Kathryn,Palestinian Territory
O00004383,U000921,2024-08-29T14:41:06.074622,1,277.94,0.0,22.79,0.0,300.73,Debit Card,completed,East Kimberlyport,Montenegro
O00004384,U000692,2024-02-13T19:50:52.126518,2,1159.93,0.0,130.39,0.0,1290.32,UPI,completed,Littleshire,Ethiopia
O00004385,U000552,2024-06-13T12:49:59.708014,3,1643.58,0.0,192.65,2.3,1836.23,UPI,shipped,Biancashire,Netherlands Antilles
O00004386,U000810,2024-04-04T13:03:09.744042,1,179.7,0.0,9.51,0.0,189.21,COD,completed,Melissaland,Svalbard & Jan Mayen Islands
O00004387,U000219,2025-08-06T23:09:13.629979,3,1077.83,0.0,127.19,0.0,1205.02,Credit Card,processing,Samanthashire,Romania
O00004388,U000908,2024-01-13T23:35:07.917131,2,173.2,0.0,15.92,8.22,189.12,Debit Card,cancelled,Mcgrathbury,Iraq
O00004389,U000751,2024-02-09T09:14:52.293820,2,751.07,0.0,67.75,0.0,818.82,Debit Card,cancelled,Whitneymouth,Tanzania
O00004390,U000046,2024-06-30T22:43:40.395239,2,153.87,0.0,10.73,53.77,164.6,COD,returned,Rogersfurt,Antarctica (the territory South of 60 deg S)
O00004391,U000005,2024-10-10T17:25:22.182639,1,633.06,0.0,70.25,0.0,703.31,Gift Card,returned,Franciscostad,North Macedonia
O00004392,U000009,2024-03-09T12:20:39.492421,2,157.3,0.0,11.13,24.46,168.43,Debit Card,completed,Port Erin,Cape Verde
O00004393,U000214,2025-10-22T02:46:07.900194,1,452.34,0.0,29.81,0.0,482.15,Debit Card,returned,Stanleyborough,Georgia
O00004394,U000249,2025-03-04T18:10:00.432287,2,266.36,0.0,21.0,0.0,287.36,COD,returned,Josephland,United States Virgin Islands
O00004395,U000838,2024-01-18T01:18:22.979591,1,21.33,9.31,2.17,0.0,32.81,COD,completed,Caldwellstad,Tunisia
O00004396,U000738,2024-02-16T09:11:21.638049,3,233.35,0.0,26.47,12.81,259.82,Paypal,returned,South Ashleyborough,Cocos (Keeling) Islands
O00004397,U000642,2024-03-20T16:07:40.749389,2,263.86,0.0,14.11,5.0,277.97,Debit Card,cancelled,Peterberg,Argentina
O00004398,U000326,2024-11-01T16:49:32.007672,1,53.86,10.08,5.42,0.0,69.36,Debit Card,shipped,Port Philipmouth,Comoros
O00004399,U000825,2024-11-28T04:29:26.981735,1,237.61,0.0,15.84,0.0,253.45,Paypal,shipped,South Christine,Samoa
O00004400,U000503,2024-11-15T16:09:32.775459,4,637.77,0.0,70.75,0.0,708.52,Credit Card,processing,Jonathanland,Puerto Rico
O00004401,U000863,2025-09-17T03:03:53.947367,2,303.4,0.0,17.71,0.0,321.11,Paypal,cancelled,New Judy,Albania
O00004402,U000704,2024-01-26T13:08:58.897487,1,105.32,0.0,8.58,0.0,113.9,UPI,cancelled,South Brianhaven,Palestinian Territory
O00004403,U000949,2025-05-27T07:57:21.996061,1,90.92,10.54,9.3,21.15,110.76,Gift Card,completed,West Annland,Guyana
